date,value
2026-08-24,4690.829399999949
2026-08-25,67797.17580000026
2026-08-26,406.07619999995586
2026-08-27,77652.32397792034
2026-08-28,6959.36389999996
2026-08-29,0
2026-08-30,1486.1100000000006
2026-08-31,412.9960000000774
2026-09-01,6600.445907919933
2026-09-02,-2186.1030999999875
2026-09-03,-12169.502699999975
2026-09-04,-741.0731767601046
2026-09-05,0
2026-09-06,0
2026-09-07,0
2026-09-08,-137.6278999999413
2026-09-09,-12613.17270000003
2026-09-10,27.06820000009793
2026-09-11,40.06126470004892
2026-09-12,0
2026-09-13,0
2026-09-14,4471.008299359999
2026-09-15,7899.280640289935
2026-09-16,-11698.02533789002
2026-09-17,-5760.097518889941
2026-09-18,31.227436799921634
2026-09-19,0
2026-09-20,1573.0100000000093
2026-09-21,44961.01147806023
2026-09-22,24934.438549319966
2026-09-23,16902.927970610028
2026-09-24,109.68309578003391
